       0.000000       2.229653       0.431458
       0.040000       2.230000       0.431458
       0.080000       2.230000       0.431458
       0.120000       2.235000       0.431458
       0.160000       2.235000       0.431458
       0.200000       2.240000       0.431458
       0.240000       2.245000       0.431458
       0.280000       2.250000       0.431458
       0.320000       2.260000       0.431458
       0.360000       2.270000       0.431458
       0.400000       2.280000       0.431458
       0.440000       2.290000       0.431458
       0.480000       2.305000       0.431458
       0.520000       2.320000       0.431458
       0.560000       2.340000       0.431458
       0.600000       2.365000       0.431458
       0.640000       2.390000       0.431458
       0.680000       2.420000       0.431458
       0.720000       2.455000       0.431458
       0.760000       2.495000       0.431458
       0.800000       2.545000       0.431458
       0.840000       2.600000       0.431458
       0.880000       2.670000       0.431458
       0.920000       2.750000       0.431458
       0.960000       2.850000       0.431458
