       0.000000       2.229653       0.431458
       0.060000       2.110000       0.431458
       0.120000       1.860000       0.431458
       0.180000       1.685000       0.431458
       0.240000       1.635000       0.431458
       0.300000       1.650000       0.431458
       0.360000       1.680000       0.431458
       0.420000       1.720000       0.431458
       0.480000       1.770000       0.431458
       0.540000       1.830000       0.431458
       0.600000       1.900000       0.431458
       0.660000       1.985000       0.431458
       0.720000       2.085000       0.431458
       0.780000       2.215000       0.431458
       0.840000       2.390000       0.431458
       0.900000       2.610000       0.431458
       0.960000       2.845000       0.431458
       1.020000       3.085000       0.431458
       1.080000       3.330000       0.431458
       1.140000       2.229653       0.431458
       1.200000       2.229653       0.431458
       1.260000       2.229653       0.431458
       1.320000       2.229653       0.431458
       1.380000       2.229653       0.431458
       1.440000       2.229653       0.431458
