24.732478	0		0				3E-06		3E-06				1E-06		1E-06
24.889012	0		0				3E-06		3E-06				1E-06		1E-06
25.045547	0		0				3E-06		2E-06				1E-06		1E-06
25.202082	0		0				3E-06		2E-06				1E-06		1E-06
25.358616	0		0				2E-06		2E-06				1E-06		1E-06
25.515151	0		0				2E-06		2E-06				1E-06		1E-06
25.671686	0		0				2E-06		2E-06				1E-06		1E-06
25.82822	0		0				2E-06		2E-06				1E-06		1E-06
25.984755	0		0				2E-06		2E-06				1E-06		1E-06
26.14129	0		0				2E-06		2E-06				1E-06		1E-06
26.297824	0		0				2E-06		2E-06				1E-06		1E-06
26.454359	0		0				2E-06		2E-06				1E-06		1E-06
26.610894	0		0				2E-06		2E-06				1E-06		1E-06
26.767428	0		0				2E-06		2E-06				1E-06		1E-06
26.923963	0		0				2E-06		2E-06				1E-06		1E-06
27.080498	0		0				2E-06		2E-06				1E-06		1E-06
27.237032	0		0				2E-06		2E-06				1E-06		1E-06
27.393567	0		0				2E-06		2E-06				1E-06		1E-06
27.550102	0		0				2E-06		2E-06				1E-06		1E-06
27.706636	0		0				2E-06		2E-06				1E-06		1E-06
27.863171	0		0				2E-06		2E-06				1E-06		1E-06
28.019706	0		0				2E-06		2E-06				1E-06		1E-06
28.17624	0		0				2E-06		2E-06				1E-06		1E-06
28.332775	0		0				2E-06		2E-06				0		0
28.48931	0		0				2E-06		2E-06				0		0
28.645844	0		0				2E-06		2E-06				0		0
28.802379	0		0				2E-06		2E-06				0		0
28.958914	0		0				2E-06		2E-06				0		0
29.115448	0		0				2E-06		2E-06				0		0
29.271983	0		0				2E-06		1E-06				0		0
29.428518	0		0				1E-06		1E-06				0		0
29.585052	0		0				1E-06		1E-06				0		0
29.741587	0		0				1E-06		1E-06				0		0
29.898122	0		0				1E-06		1E-06				0		0
30.054656	0		0				1E-06		1E-06				0		0
30.211191	0		0				1E-06		1E-06				0		0
30.367726	0		0				1E-06		1E-06				0		0
30.52426	0		0				1E-06		1E-06				0		0
30.680795	0		0				1E-06		1E-06				0		0
30.83733	0		0				1E-06		1E-06				0		0
30.993864	0		0				1E-06		1E-06				0		0
31.150399	0		0				1E-06		1E-06				0		0
31.306934	0		0				1E-06		1E-06				0		0

