27.706636							2E-06		2E-06
27.863171							2E-06		2E-06
28.019706							2E-06		2E-06
28.17624							2E-06		2E-06
28.332775							2E-06		2E-06
28.48931							2E-06		2E-06
28.645844							2E-06		2E-06
28.802379							2E-06		2E-06
28.958914							2E-06		2E-06
29.115448							2E-06		2E-06
29.271983							2E-06		2E-06
29.428518							2E-06		2E-06
29.585052							2E-06		2E-06
29.741587							2E-06		2E-06
29.898122							2E-06		2E-06
30.054656							2E-06		2E-06
30.211191							2E-06		2E-06
30.367726							2E-06		2E-06
30.52426							2E-06		2E-06
30.680795							2E-06		2E-06
30.83733							2E-06		2E-06
30.993864							2E-06		2E-06
31.150399							2E-06		2E-06
31.306934							2E-06		1E-06

