                      0.000000                      0.000000
                      0.156535                      0.000002
                      0.313069                      0.000005
                      0.469604                      0.000007
                      0.626139                      0.000009
                      0.782673                      0.000011
                      0.939208                      0.000013
                      1.095743                      0.000015
                      1.252277                      0.000016
                      1.408812                      0.000017
                      1.565347                      0.000017
                      1.721881                      0.000017
                      1.878416                      0.000016
                      2.034951                      0.000013
                      2.191485                      0.000010
                      2.348020                      0.000010
                      2.504555                      0.000010
                      2.661089                      0.000011
                      2.817624                      0.000013
                      2.974159                      0.000014
                      3.130693                      0.000016
                      3.287228                      0.000018
                      3.443763                      0.000020
                      3.600297                      0.000023
                      3.756832                      0.000027
                      3.913367                      0.000031
                      4.069901                      0.000036
                      4.226436                      0.000043
                      4.382971                      0.000051
                      4.539505                      0.000062
                      4.696040                      0.000078
                      4.852575                      0.000099
                      5.009109                      0.000130
                      5.165644                      0.000179
                      5.322179                      0.000260
                      5.478713                      0.000411
                      5.635248                      0.000738
                      5.791783                      0.001664
                      5.948317                      0.005744
                      6.104852                      0.013678
                      6.261387                      0.003360
                      6.417921                      0.001179
                      6.574456                      0.000580
                      6.730991                      0.000341
                      6.887525                      0.000224
                      7.044060                      0.000158
                      7.200595                      0.000117
                      7.357129                      0.000090
                      7.513664                      0.000072
                      7.670199                      0.000058
                      7.826733                      0.000048
                      7.983268                      0.000040
                      8.139803                      0.000035
                      8.296337                      0.000030
                      8.452872                      0.000026
                      8.609407                      0.000023
                      8.765941                      0.000020
                      8.922476                      0.000018
                      9.079011                      0.000016
                      9.235545                      0.000014
                      9.392080                      0.000013
                      9.548615                      0.000012
                      9.705149                      0.000011
                      9.861684                      0.000010
                     10.018219                      0.000009
