       0.000000       2.144720       0.434624
       0.050000       2.145000       0.434624
       0.100000       2.150000       0.434624
       0.150000       2.155000       0.434624
       0.200000       2.165000       0.434624
       0.250000       2.180000       0.434624
       0.300000       2.195000       0.434624
       0.350000       2.215000       0.434624
       0.400000       2.240000       0.434624
       0.450000       2.270000       0.434624
       0.500000       2.300000       0.434624
       0.550000       2.335000       0.434624
       0.600000       2.380000       0.434624
       0.650000       2.430000       0.434624
       0.700000       2.485000       0.434624
       0.750000       2.545000       0.434624
       0.800000       2.620000       0.434624
       0.850000       2.705000       0.434624
       0.900000       2.800000       0.434624
       0.950000       2.910000       0.434624
       1.000000       3.040000       0.434624
       1.050000       3.205000       0.434624
       1.100000       3.415000       0.434624
       1.150000       2.144720       0.434624
       1.200000       2.144720       0.434624
