       0.000000       2.144720       0.434624
       0.060000       2.145000       0.434624
       0.120000       2.150000       0.434624
       0.180000       2.155000       0.434624
       0.240000       2.160000       0.434624
       0.300000       2.170000       0.434624
       0.360000       2.180000       0.434624
       0.420000       2.200000       0.434624
       0.480000       2.220000       0.434624
       0.540000       2.245000       0.434624
       0.600000       2.280000       0.434624
       0.660000       2.320000       0.434624
       0.720000       2.375000       0.434624
       0.780000       2.445000       0.434624
       0.840000       2.530000       0.434624
       0.900000       2.650000       0.434624
       0.960000       2.845000       0.434624
       1.020000       3.085000       0.434624
       1.080000       3.330000       0.434624
       1.140000       2.144720       0.434624
       1.200000       2.144720       0.434624
       1.260000       2.144720       0.434624
       1.320000       2.144720       0.434624
       1.380000       2.144720       0.434624
       1.440000       2.144720       0.434624
