       0.000000       2.144720       0.434624
       0.070000       2.145000       0.434624
       0.140000       2.150000       0.434624
       0.210000       2.160000       0.434624
       0.280000       2.170000       0.434624
       0.350000       2.185000       0.434624
       0.420000       2.205000       0.434624
       0.490000       2.230000       0.434624
       0.560000       2.265000       0.434624
       0.630000       2.315000       0.434624
       0.700000       2.370000       0.434624
       0.770000       2.450000       0.434624
       0.840000       2.550000       0.434624
       0.910000       2.690000       0.434624
       0.980000       2.925000       0.434624
       1.050000       3.205000       0.434624
       1.120000       3.495000       0.434624
       1.190000       2.144720       0.434624
       1.260000       2.144720       0.434624
       1.330000       2.144720       0.434624
       1.400000       2.144720       0.434624
       1.470000       2.144720       0.434624
       1.540000       2.144720       0.434624
       1.610000       2.144720       0.434624
       1.680000       2.144720       0.434624
