# energy, eels_NLFC_w, eels_LFC_w
0.000000, -0.000000, -0.000000
0.010004, 0.000720, 0.000728
0.020017, 0.001442, 0.001459
0.030037, 0.002167, 0.002193
0.040066, 0.002898, 0.002933
0.050104, 0.003635, 0.003680
0.060149, 0.004381, 0.004436
0.070204, 0.005136, 0.005203
0.080266, 0.005902, 0.005981
0.090337, 0.006681, 0.006773
0.100416, 0.007474, 0.007579
0.110503, 0.008282, 0.008402
0.120599, 0.009107, 0.009243
0.130704, 0.009949, 0.010103
0.140817, 0.010809, 0.010982
0.150938, 0.011688, 0.011881
0.161067, 0.012586, 0.012802
0.171206, 0.013504, 0.013743
0.181352, 0.014440, 0.014704
0.191507, 0.015393, 0.015684
0.201671, 0.016363, 0.016681
0.211843, 0.017346, 0.017694
0.222023, 0.018340, 0.018718
0.232212, 0.019341, 0.019750
0.242410, 0.020344, 0.020785
0.252616, 0.021345, 0.021817
0.262831, 0.022337, 0.022842
0.273054, 0.023315, 0.023851
0.283286, 0.024273, 0.024839
0.293526, 0.025205, 0.025801
0.303775, 0.026107, 0.026729
0.314032, 0.026974, 0.027621
0.324299, 0.027804, 0.028473
0.334573, 0.028596, 0.029284
0.344857, 0.029351, 0.030056
0.355149, 0.030073, 0.030790
0.365449, 0.030765, 0.031494
0.375759, 0.031435, 0.032172
0.386077, 0.032089, 0.032832
0.396404, 0.032737, 0.033485
0.406739, 0.033387, 0.034139
0.417083, 0.034048, 0.034803
0.427436, 0.034727, 0.035487
0.437798, 0.035433, 0.036199
0.448168, 0.036172, 0.036945
0.458547, 0.036950, 0.037732
0.468935, 0.037770, 0.038565
0.479332, 0.038636, 0.039446
0.489737, 0.039549, 0.040378
0.500151, 0.040510, 0.041361
0.510574, 0.041517, 0.042393
0.521006, 0.042567, 0.043473
0.531447, 0.043657, 0.044594
0.541896, 0.044780, 0.045752
0.552355, 0.045929, 0.046939
0.562822, 0.047096, 0.048146
0.573298, 0.048271, 0.049363
0.583783, 0.049444, 0.050579
0.594277, 0.050605, 0.051783
0.604780, 0.051743, 0.052964
0.615292, 0.052849, 0.054112
0.625812, 0.053915, 0.055218
0.636342, 0.054936, 0.056276
0.646881, 0.055907, 0.057283
0.657428, 0.056828, 0.058236
0.667985, 0.057702, 0.059139
