# energy, eels_NLFC_w, eels_LFC_w
0.000000, -0.000000, -0.000000
0.010004, 0.000535, 0.000569
0.020017, 0.001071, 0.001139
0.030037, 0.001609, 0.001711
0.040066, 0.002150, 0.002287
0.050104, 0.002694, 0.002866
0.060149, 0.003242, 0.003451
0.070204, 0.003795, 0.004040
0.080266, 0.004353, 0.004636
0.090337, 0.004916, 0.005237
0.100416, 0.005484, 0.005845
0.110503, 0.006057, 0.006459
0.120599, 0.006634, 0.007077
0.130704, 0.007216, 0.007701
0.140817, 0.007800, 0.008328
0.150938, 0.008385, 0.008957
0.161067, 0.008971, 0.009587
0.171206, 0.009554, 0.010215
0.181352, 0.010134, 0.010839
0.191507, 0.010709, 0.011457
0.201671, 0.011275, 0.012068
0.211843, 0.011833, 0.012668
0.222023, 0.012380, 0.013257
0.232212, 0.012915, 0.013833
0.242410, 0.013438, 0.014396
0.252616, 0.013949, 0.014946
0.262831, 0.014448, 0.015483
0.273054, 0.014937, 0.016008
0.283286, 0.015418, 0.016523
0.293526, 0.015891, 0.017029
0.303775, 0.016359, 0.017529
0.314032, 0.016823, 0.018023
0.324299, 0.017286, 0.018515
0.334573, 0.017748, 0.019004
0.344857, 0.018210, 0.019492
0.355149, 0.018673, 0.019979
0.365449, 0.019135, 0.020463
0.375759, 0.019597, 0.020945
0.386077, 0.020056, 0.021422
0.396404, 0.020512, 0.021893
0.406739, 0.020961, 0.022355
0.417083, 0.021402, 0.022806
0.427436, 0.021832, 0.023245
0.437798, 0.022251, 0.023669
0.448168, 0.022655, 0.024077
0.458547, 0.023045, 0.024468
0.468935, 0.023419, 0.024842
0.479332, 0.023776, 0.025198
0.489737, 0.024117, 0.025537
0.500151, 0.024441, 0.025859
0.510574, 0.024748, 0.026166
0.521006, 0.025039, 0.026459
0.531447, 0.025313, 0.026739
0.541896, 0.025570, 0.027008
0.552355, 0.025812, 0.027269
0.562822, 0.026037, 0.027523
0.573298, 0.026247, 0.027772
0.583783, 0.026441, 0.028019
0.594277, 0.026622, 0.028267
0.604780, 0.026790, 0.028518
0.615292, 0.026946, 0.028776
0.625812, 0.027094, 0.029044
0.636342, 0.027234, 0.029325
0.646881, 0.027371, 0.029622
0.657428, 0.027508, 0.029940
0.667985, 0.027647, 0.030280
0.678550, 0.027794, 0.030646
0.689125, 0.027951, 0.031040
0.699708, 0.028124, 0.031466
0.710301, 0.028315, 0.031926
0.720903, 0.028529, 0.032421
0.731513, 0.028768, 0.032952
0.742133, 0.029037, 0.033522
0.752762, 0.029338, 0.034131
0.763400, 0.029673, 0.034778
0.774047, 0.030044, 0.035465
0.784703, 0.030452, 0.036189
0.795368, 0.030899, 0.036951
0.806042, 0.031385, 0.037749
0.816726, 0.031910, 0.038581
0.827418, 0.032473, 0.039445
0.838120, 0.033075, 0.040339
0.848831, 0.033713, 0.041260
0.859551, 0.034387, 0.042207
0.870280, 0.035096, 0.043175
0.881019, 0.035837, 0.044164
0.891767, 0.036609, 0.045169
0.902524, 0.037409, 0.046190
0.913290, 0.038237, 0.047223
0.924066, 0.039089, 0.048266
0.934850, 0.039965, 0.049318
0.945645, 0.040861, 0.050377
0.956448, 0.041777, 0.051442
0.967261, 0.042711, 0.052511
0.978083, 0.043661, 0.053583
0.988914, 0.044625, 0.054657
0.999755, 0.045604, 0.055732
1.010605, 0.046595, 0.056807
1.021464, 0.047599, 0.057882
1.032333, 0.048614, 0.058954
1.043211, 0.049639, 0.060024
1.054099, 0.050675, 0.061091
1.064996, 0.051720, 0.062153
1.075902, 0.052773, 0.063209
1.086818, 0.053834, 0.064258
1.097744, 0.054902, 0.065301
1.108678, 0.055976, 0.066335
1.119623, 0.057054, 0.067362
1.130576, 0.058135, 0.068380
1.141540, 0.059219, 0.069392
1.152512, 0.060303, 0.070396
1.163495, 0.061388, 0.071396
1.174487, 0.062472, 0.072392
1.185488, 0.063555, 0.073385
1.196499, 0.064637, 0.074379
1.207520, 0.065718, 0.075374
1.218550, 0.066798, 0.076371
1.229590, 0.067877, 0.077373
1.240639, 0.068956, 0.078381
1.251698, 0.070036, 0.079395
1.262767, 0.071117, 0.080416
1.273845, 0.072200, 0.081447
1.284933, 0.073285, 0.082485
1.296031, 0.074373, 0.083533
1.307138, 0.075464, 0.084590
1.318255, 0.076558, 0.085656
1.329382, 0.077653, 0.086728
1.340518, 0.078749, 0.087807
1.351664, 0.079844, 0.088890
1.362820, 0.080936, 0.089975
1.373986, 0.082023, 0.091059
1.385162, 0.083103, 0.092139
1.396347, 0.084171, 0.093212
1.407542, 0.085226, 0.094274
1.418747, 0.086264, 0.095322
1.429962, 0.087283, 0.096354
1.441186, 0.088282, 0.097368
1.452421, 0.089258, 0.098362
1.463665, 0.090211, 0.099335
1.474920, 0.091143, 0.100289
1.486184, 0.092055, 0.101225
1.497458, 0.092947, 0.102144
1.508742, 0.093823, 0.103049
1.520036, 0.094686, 0.103942
1.531339, 0.095537, 0.104827
