# energy, eels_NLFC_w, eels_LFC_w
1.119623, 0.101498, 0.099781
1.130576, 0.102764, 0.101021
1.141540, 0.104032, 0.102258
1.152512, 0.105305, 0.103495
1.163495, 0.106591, 0.104738
1.174487, 0.107894, 0.105992
1.185488, 0.109218, 0.107262
1.196499, 0.110569, 0.108552
1.207520, 0.111949, 0.109865
1.218550, 0.113361, 0.111203
1.229590, 0.114806, 0.112570
1.240639, 0.116288, 0.113966
1.251698, 0.117806, 0.115393
1.262767, 0.119360, 0.116852
1.273845, 0.120952, 0.118342
1.284933, 0.122581, 0.119863
1.296031, 0.124246, 0.121416
1.307138, 0.125947, 0.122999
1.318255, 0.127684, 0.124613
1.329382, 0.129456, 0.126256
1.340518, 0.131264, 0.127929
1.351664, 0.133107, 0.129632
1.362820, 0.134986, 0.131364
1.373986, 0.136902, 0.133128
1.385162, 0.138856, 0.134922
1.396347, 0.140850, 0.136750
1.407542, 0.142885, 0.138612
1.418747, 0.144962, 0.140510
1.429962, 0.147084, 0.142444
1.441186, 0.149252, 0.144418
1.452421, 0.151469, 0.146432
1.463665, 0.153736, 0.148488
1.474920, 0.156054, 0.150588
1.486184, 0.158427, 0.152732
1.497458, 0.160854, 0.154924
1.508742, 0.163338, 0.157164
1.520036, 0.165880, 0.159453
1.531339, 0.168483, 0.161793
1.542653, 0.171147, 0.164186
1.553977, 0.173875, 0.166633
1.565311, 0.176668, 0.169136
1.576655, 0.179527, 0.171695
1.588008, 0.182453, 0.174312
1.599372, 0.185445, 0.176985
1.610746, 0.188504, 0.179715
1.622130, 0.191626, 0.182499
1.633524, 0.194809, 0.185336
1.644928, 0.198051, 0.188221
1.656342, 0.201347, 0.191151
1.667767, 0.204695, 0.194123
1.679201, 0.208094, 0.197136
1.690646, 0.211542, 0.200187
1.702100, 0.215041, 0.203277
1.713565, 0.218594, 0.206408
1.725040, 0.222205, 0.209584
1.736525, 0.225882, 0.212809
1.748021, 0.229631, 0.216092
1.759526, 0.233461, 0.219438
1.771042, 0.237381, 0.222855
1.782568, 0.241398, 0.226350
1.794105, 0.245520, 0.229930
1.805651, 0.249753, 0.233601
1.817208, 0.254104, 0.237367
1.828776, 0.258577, 0.241234
1.840353, 0.263177, 0.245204
1.851941, 0.267909, 0.249282
1.863539, 0.272777, 0.253472
1.875148, 0.277788, 0.257778
1.886767, 0.282946, 0.262206
1.898396, 0.288259, 0.266760
1.910036, 0.293736, 0.271448
1.921686, 0.299384, 0.276278
1.933346, 0.305213, 0.281257
1.945017, 0.311229, 0.286391
1.956699, 0.317441, 0.291689
1.968391, 0.323854, 0.297155
1.980093, 0.330472, 0.302793
1.991806, 0.337297, 0.308606
2.003529, 0.344329, 0.314594
2.015263, 0.351570, 0.320757
2.027008, 0.359018, 0.327096
2.038763, 0.366671, 0.333608
2.050528, 0.374531, 0.340294
2.062305, 0.382596, 0.347152
2.074091, 0.390868, 0.354184
2.085889, 0.399348, 0.361390
2.097697, 0.408035, 0.368769
2.109515, 0.416931, 0.376324
2.121344, 0.426035, 0.384052
2.133184, 0.435346, 0.391954
2.145035, 0.444863, 0.400030
2.156896, 0.454586, 0.408278
2.168768, 0.464515, 0.416700
2.180651, 0.474656, 0.425298
2.192545, 0.485013, 0.434079
2.204449, 0.495596, 0.443050
2.216364, 0.506420, 0.452222
2.228289, 0.517499, 0.461609
2.240226, 0.528852, 0.471228
2.252173, 0.540499, 0.481096
2.264132, 0.552460, 0.491232
2.276101, 0.564755, 0.501654
2.288081, 0.577401, 0.512380
2.300071, 0.590414, 0.523427
2.312073, 0.603808, 0.534809
2.324086, 0.617595, 0.546541
2.336109, 0.631784, 0.558634
2.348143, 0.646383, 0.571100
2.360189, 0.661400, 0.583949
2.372245, 0.676842, 0.597193
2.384312, 0.692718, 0.610845
2.396391, 0.709040, 0.624920
2.408480, 0.725822, 0.639438
2.420580, 0.743079, 0.654421
2.432691, 0.760828, 0.669894
2.444814, 0.779081, 0.685882
2.456947, 0.797848, 0.702409
2.469092, 0.817125, 0.719497
2.481247, 0.836899, 0.737156
2.493414, 0.857139, 0.755390
2.505592, 0.877799, 0.774188
2.517781, 0.898813, 0.793526
2.529981, 0.920103, 0.813366
2.542192, 0.941578, 0.833662
2.554415, 0.963142, 0.854353
2.566649, 0.984696, 0.875378
2.578894, 1.006149, 0.896671
2.591150, 1.027417, 0.918170
2.603417, 1.048436, 0.939823
2.615696, 1.069161, 0.961590
2.627986, 1.089569, 0.983445
2.640287, 1.109656, 1.005383
2.652600, 1.129438, 1.027412
2.664923, 1.148943, 1.049557
2.677259, 1.168199, 1.071853
2.689605, 1.187234, 1.094337
2.701963, 1.206060, 1.117044
2.714332, 1.224670, 1.139997
2.726713, 1.243030, 1.163203
2.739105, 1.261082, 1.186647
2.751509, 1.278742, 1.210294
2.763924, 1.295905, 1.234084
2.776351, 1.312452, 1.257935
2.788789, 1.328254, 1.281753
2.801238, 1.343183, 1.305426
2.813699, 1.357111, 1.328839
2.826172, 1.369921, 1.351867
2.838656, 1.381508, 1.374387
2.851151, 1.391779, 1.396274
2.863659, 1.400656, 1.417404
2.876177, 1.408077, 1.437658
2.888708, 1.413998, 1.456920
2.901250, 1.418393, 1.475084
2.913804, 1.421257, 1.492052
2.926369, 1.422604, 1.507742
2.938946, 1.422469, 1.522089
2.951535, 1.420899, 1.535045
2.964135, 1.417954, 1.546579
2.976747, 1.413693, 1.556667
2.989371, 1.408171, 1.565291
3.002007, 1.401428, 1.572425
3.014654, 1.393484, 1.578026
3.027314, 1.384342, 1.582028
3.039985, 1.373992, 1.584344
3.052668, 1.362420, 1.584866
3.065362, 1.349624, 1.583483
3.078069, 1.335629, 1.580100
3.090787, 1.320501, 1.574657
3.103518, 1.304357, 1.567155
3.116260, 1.287362, 1.557667
3.129014, 1.269732, 1.546348
3.141780, 1.251713, 1.533432
3.154558, 1.233568, 1.519216
3.167348, 1.215561, 1.504041
3.180150, 1.197932, 1.488268
3.192965, 1.180890, 1.472252
3.205791, 1.164597, 1.456318
3.218629, 1.149165, 1.440745
3.231479, 1.134653, 1.425756
3.244341, 1.121070, 1.411507
3.257215, 1.108378, 1.398092
3.270102, 1.096501, 1.385540
3.283001, 1.085331, 1.373823
3.295911, 1.074740, 1.362866
3.308834, 1.064583, 1.352552
3.321769, 1.054717, 1.342736
3.334716, 1.045003, 1.333256
3.347676, 1.035317, 1.323944
3.360648, 1.025561, 1.314638
3.373632, 1.015664, 1.305197
3.386628, 1.005588, 1.295505
3.399636, 0.995326, 1.285480
3.412657, 0.984900, 1.275078
3.425690, 0.974355, 1.264289
3.438736, 0.963758, 1.253137
3.451793, 0.953186, 1.241679
3.464864, 0.942725, 1.229992
3.477946, 0.932463, 1.218176
3.491041, 0.922488, 1.206344
3.504149, 0.912885, 1.194616
3.517268, 0.903727, 1.183112
3.530401, 0.895076, 1.171949
3.543545, 0.886983, 1.161230
3.556703, 0.879478, 1.151042
3.569872, 0.872578, 1.141453
3.583055, 0.866286, 1.132512
3.596250, 0.860591, 1.124251
3.609457, 0.855476, 1.116688
3.622677, 0.850915, 1.109832
3.635910, 0.846882, 1.103687
3.649155, 0.843347, 1.098253
3.662413, 0.840281, 1.093531
3.675683, 0.837653, 1.089521
3.688966, 0.835432, 1.086219
3.702262, 0.833583, 1.083617
3.715571, 0.832068, 1.081701
3.728892, 0.830846, 1.080450
3.742226, 0.829875, 1.079837
3.755573, 0.829111, 1.079825
3.768933, 0.828510, 1.080378
3.782305, 0.828028, 1.081451
3.795690, 0.827621, 1.083001
3.809088, 0.827243, 1.084978
3.822499, 0.826844, 1.087328
3.835923, 0.826372, 1.089988
3.849360, 0.825768, 1.092889
3.862809, 0.824971, 1.095950
3.876272, 0.823915, 1.099084
3.889747, 0.822537, 1.102195
3.903236, 0.820778, 1.105182
3.916737, 0.818583, 1.107944
3.930252, 0.815908, 1.110379
3.943779, 0.812719, 1.112389
3.957320, 0.808993, 1.113879
3.970873, 0.804722, 1.114766
3.984440, 0.799911, 1.114974
3.998020, 0.794579, 1.114445
4.011613, 0.788756, 1.113137
4.025219, 0.782486, 1.111028
4.038838, 0.775820, 1.108116
4.052470, 0.768819, 1.104420
4.066116, 0.761543, 1.099977
4.079774, 0.754055, 1.094841
4.093446, 0.746415, 1.089076
4.107132, 0.738674, 1.082752
4.120830, 0.730880, 1.075942
4.134542, 0.723067, 1.068712
4.148267, 0.715260, 1.061123
4.162005, 0.707476, 1.053223
4.175757, 0.699721, 1.045052
4.189522, 0.691993, 1.036638
4.203301, 0.684286, 1.027997
4.217093, 0.676587, 1.019136
4.230898, 0.668882, 1.010052
4.244717, 0.661154, 1.000732
4.258550, 0.653387, 0.991156
4.272395, 0.645565, 0.981302
4.286255, 0.637680, 0.971142
4.300127, 0.629726, 0.960657
4.314014, 0.621706, 0.949832
4.327914, 0.613630, 0.938666
4.341827, 0.605514, 0.927171
4.355754, 0.597382, 0.915373
4.369695, 0.589259, 0.903311
4.383650, 0.581174, 0.891034
4.397618, 0.573156, 0.878596
4.411599, 0.565228, 0.866055
4.425595, 0.557411, 0.853464
4.439604, 0.549718, 0.840875
4.453627, 0.542156, 0.828327
4.467664, 0.534725, 0.815851
4.481714, 0.527416, 0.803466
4.495779, 0.520218, 0.791180
4.509857, 0.513114, 0.778994
4.523949, 0.506090, 0.766905
4.538054, 0.499133, 0.754911
4.552174, 0.492236, 0.743012
4.566308, 0.485398, 0.731217
4.580455, 0.478621, 0.719540
4.594617, 0.471915, 0.708002
4.608792, 0.465291, 0.696631
4.622982, 0.458761, 0.685457
4.637185, 0.452338, 0.674511
4.651403, 0.446034, 0.663826
4.665635, 0.439857, 0.653431
4.679880, 0.433816, 0.643350
4.694140, 0.427916, 0.633606
4.708414, 0.422162, 0.624213
4.722702, 0.416556, 0.615181
4.737004, 0.411099, 0.606516
4.751320, 0.405791, 0.598215
4.765651, 0.400629, 0.590270
4.779996, 0.395609, 0.582666
4.794355, 0.390722, 0.575382
4.808728, 0.385960, 0.568390
4.823116, 0.381313, 0.561661
4.837517, 0.376774, 0.555166
4.851934, 0.372340, 0.548880
4.866364, 0.368013, 0.542788
4.880809, 0.363806, 0.536884
4.895268, 0.359735, 0.531176
4.909742, 0.355826, 0.525685
4.924230, 0.352106, 0.520441
4.938733, 0.348604, 0.515478
4.953250, 0.345349, 0.510834
4.967782, 0.342359, 0.506541
4.982328, 0.339651, 0.502627
4.996889, 0.337229, 0.499109
5.011464, 0.335089, 0.495993
5.026054, 0.333218, 0.493274
5.040658, 0.331595, 0.490935
5.055277, 0.330192, 0.488950
5.069911, 0.328976, 0.487285
5.084559, 0.327912, 0.485900
5.099222, 0.326960, 0.484748
5.113900, 0.326084, 0.483783
5.128593, 0.325246, 0.482956
5.143300, 0.324410, 0.482220
5.158022, 0.323544, 0.481528
5.172759, 0.322615, 0.480835
5.187511, 0.321595, 0.480097
5.202277, 0.320457, 0.479274
5.217059, 0.319179, 0.478330
5.231855, 0.317741, 0.477232
5.246667, 0.316128, 0.475953
5.261493, 0.314326, 0.474473
5.276334, 0.312329, 0.472777
5.291190, 0.310133, 0.470857
5.306062, 0.307738, 0.468711
5.320948, 0.305146, 0.466341
5.335849, 0.302359, 0.463748
5.350766, 0.299378, 0.460933
5.365697, 0.296204, 0.457892
5.380644, 0.292833, 0.454614
5.395605, 0.289263, 0.451086
5.410582, 0.285489, 0.447290
5.425575, 0.281512, 0.443213
5.440582, 0.277337, 0.438845
5.455604, 0.272976, 0.434186
5.470642, 0.268447, 0.429250
5.485696, 0.263776, 0.424060
5.500764, 0.258993, 0.418650
5.515848, 0.254126, 0.413060
5.530947, 0.249208, 0.407330
5.546062, 0.244263, 0.401498
5.561191, 0.239318, 0.395596
5.576337, 0.234390, 0.389651
5.591498, 0.229495, 0.383682
5.606674, 0.224648, 0.377701
5.621866, 0.219857, 0.371717
5.637073, 0.215130, 0.365734
5.652296, 0.210472, 0.359752
5.667534, 0.205883, 0.353768
5.682789, 0.201363, 0.347776
5.698058, 0.196908, 0.341770
5.713343, 0.192515, 0.335746
5.728644, 0.188182, 0.329703
5.743961, 0.183910, 0.323648
5.759294, 0.179705, 0.317595
5.774642, 0.175573, 0.311567
5.790006, 0.171524, 0.305590
5.805385, 0.167569, 0.299694
5.820781, 0.163718, 0.293910
5.836192, 0.159980, 0.288266
5.851619, 0.156361, 0.282784
5.867062, 0.152867, 0.277484
5.882521, 0.149497, 0.272377
5.897996, 0.146251, 0.267471
5.913487, 0.143124, 0.262764
5.928994, 0.140110, 0.258250
5.944517, 0.137198, 0.253918
5.960056, 0.134377, 0.249751
5.975611, 0.131636, 0.245729
5.991182, 0.128962, 0.241832
6.006769, 0.126345, 0.238039
6.022372, 0.123775, 0.234333
6.037992, 0.121246, 0.230700
6.053627, 0.118752, 0.227127
6.069279, 0.116293, 0.223609
6.084947, 0.113866, 0.220143
6.100632, 0.111473, 0.216727
6.116332, 0.109117, 0.213365
6.132049, 0.106801, 0.210062
6.147782, 0.104529, 0.206821
6.163532, 0.102303, 0.203647
6.179298, 0.100129, 0.200547
6.195081, 0.098009, 0.197524
6.210879, 0.095946, 0.194585
6.226695, 0.093944, 0.191733
6.242527, 0.092002, 0.188969
6.258375, 0.090119, 0.186290
6.274240, 0.088293, 0.183690
6.290121, 0.086518, 0.181156
6.306019, 0.084789, 0.178672
6.321934, 0.083101, 0.176221
6.337865, 0.081448, 0.173785
6.353813, 0.079828, 0.171353
6.369778, 0.078238, 0.168917
6.385759, 0.076680, 0.166476
6.401758, 0.075155, 0.164035
6.417773, 0.073664, 0.161604
6.433804, 0.072210, 0.159198
6.449853, 0.070795, 0.156828
6.465918, 0.069420, 0.154506
6.482001, 0.068083, 0.152242
6.498100, 0.066786, 0.150038
6.514216, 0.065524, 0.147897
6.530349, 0.064298, 0.145815
6.546499, 0.063103, 0.143786
6.562666, 0.061939, 0.141804
6.578850, 0.060803, 0.139861
6.595052, 0.059693, 0.137947
6.611270, 0.058608, 0.136056
6.627505, 0.057549, 0.134181
6.643758, 0.056514, 0.132317
6.660028, 0.055504, 0.130466
6.676315, 0.054521, 0.128628
6.692619, 0.053568, 0.126811
6.708940, 0.052644, 0.125023
6.725279, 0.051753, 0.123278
6.741635, 0.050895, 0.121586
6.758009, 0.050071, 0.119958
6.774399, 0.049279, 0.118402
6.790808, 0.048519, 0.116922
6.807233, 0.047789, 0.115517
6.823676, 0.047086, 0.114183
6.840137, 0.046406, 0.112913
6.856615, 0.045747, 0.111695
6.873111, 0.045105, 0.110519
6.889624, 0.044478, 0.109373
6.906154, 0.043864, 0.108246
6.922703, 0.043260, 0.107126
6.939269, 0.042666, 0.106005
6.955853, 0.042079, 0.104873
6.972454, 0.041500, 0.103727
6.989073, 0.040928, 0.102561
7.005710, 0.040364, 0.101374
7.022365, 0.039807, 0.100165
7.039037, 0.039257, 0.098936
7.055728, 0.038715, 0.097688
7.072436, 0.038180, 0.096424
7.089162, 0.037655, 0.095144
7.105906, 0.037137, 0.093851
7.122668, 0.036630, 0.092545
7.139448, 0.036132, 0.091230
7.156246, 0.035646, 0.089909
7.173062, 0.035174, 0.088590
7.189897, 0.034717, 0.087280
7.206749, 0.034278, 0.085991
7.223619, 0.033859, 0.084732
7.240508, 0.033462, 0.083514
7.257415, 0.033087, 0.082344
7.274340, 0.032737, 0.081227
7.291283, 0.032410, 0.080165
7.308245, 0.032105, 0.079159
7.325225, 0.031823, 0.078207
7.342223, 0.031561, 0.077309
7.359239, 0.031318, 0.076461
7.376274, 0.031093, 0.075662
7.393328, 0.030882, 0.074910
7.410400, 0.030685, 0.074199
7.427490, 0.030499, 0.073526
7.444599, 0.030322, 0.072885
7.461727, 0.030152, 0.072268
7.478873, 0.029987, 0.071670
7.496037, 0.029825, 0.071083
7.513221, 0.029666, 0.070502
7.530423, 0.029509, 0.069925
7.547643, 0.029354, 0.069349
7.564883, 0.029202, 0.068773
7.582141, 0.029051, 0.068199
7.599418, 0.028902, 0.067628
7.616714, 0.028755, 0.067061
7.634029, 0.028610, 0.066502
7.651362, 0.028465, 0.065953
7.668715, 0.028319, 0.065415
7.686086, 0.028171, 0.064888
7.703477, 0.028020, 0.064372
7.720886, 0.027864, 0.063864
7.738314, 0.027704, 0.063360
7.755762, 0.027538, 0.062852
7.773229, 0.027365, 0.062334
7.790715, 0.027187, 0.061798
7.808220, 0.027003, 0.061235
7.825744, 0.026814, 0.060642
7.843287, 0.026621, 0.060014
7.860850, 0.026424, 0.059352
7.878432, 0.026226, 0.058657
7.896033, 0.026026, 0.057935
7.913654, 0.025827, 0.057192
7.931294, 0.025630, 0.056434
7.948953, 0.025434, 0.055667
7.966632, 0.025241, 0.054895
7.984331, 0.025051, 0.054123
8.002049, 0.024864, 0.053353
8.019786, 0.024680, 0.052587
8.037543, 0.024498, 0.051825
8.055320, 0.024320, 0.051071
8.073117, 0.024146, 0.050326
8.090933, 0.023975, 0.049593
8.108768, 0.023809, 0.048877
8.126624, 0.023648, 0.048180
8.144499, 0.023491, 0.047507
8.162394, 0.023341, 0.046863
8.180309, 0.023196, 0.046251
8.198244, 0.023058, 0.045676
8.216199, 0.022926, 0.045141
8.234174, 0.022801, 0.044650
8.252168, 0.022684, 0.044205
8.270183, 0.022575, 0.043807
8.288218, 0.022474, 0.043457
8.306273, 0.022382, 0.043155
8.324348, 0.022297, 0.042899
8.342443, 0.022220, 0.042686
8.360558, 0.022151, 0.042511
8.378694, 0.022088, 0.042368
8.396849, 0.022031, 0.042252
8.415025, 0.021980, 0.042152
8.433222, 0.021935, 0.042063
8.451438, 0.021893, 0.041977
8.469676, 0.021855, 0.041887
8.487933, 0.021820, 0.041788
8.506211, 0.021787, 0.041677
8.524509, 0.021757, 0.041552
8.542828, 0.021728, 0.041410
8.561168, 0.021702, 0.041250
8.579528, 0.021677, 0.041072
8.597909, 0.021653, 0.040876
8.616310, 0.021631, 0.040660
8.634732, 0.021610, 0.040425
8.653175, 0.021590, 0.040171
8.671639, 0.021569, 0.039900
8.690123, 0.021548, 0.039614
8.708629, 0.021526, 0.039316
8.727155, 0.021503, 0.039010
8.745702, 0.021480, 0.038703
8.764270, 0.021457, 0.038400
8.782859, 0.021435, 0.038107
8.801469, 0.021417, 0.037829
8.820100, 0.021402, 0.037571
8.838752, 0.021393, 0.037339
8.857425, 0.021390, 0.037137
8.876119, 0.021394, 0.036966
8.894835, 0.021405, 0.036829
8.913572, 0.021423, 0.036724
8.932330, 0.021447, 0.036650
8.951109, 0.021477, 0.036604
8.969910, 0.021512, 0.036581
8.988732, 0.021552, 0.036577
9.007575, 0.021595, 0.036587
9.026440, 0.021642, 0.036608
9.045327, 0.021692, 0.036635
9.064235, 0.021744, 0.036663
9.083164, 0.021798, 0.036690
9.102115, 0.021854, 0.036713
9.121088, 0.021911, 0.036729
9.140082, 0.021970, 0.036735
9.159098, 0.022029, 0.036728
9.178136, 0.022089, 0.036705
9.197196, 0.022151, 0.036665
9.216277, 0.022215, 0.036604
9.235380, 0.022281, 0.036524
9.254506, 0.022351, 0.036426
9.273653, 0.022424, 0.036313
9.292822, 0.022501, 0.036190
9.312013, 0.022584, 0.036061
9.331226, 0.022671, 0.035932
9.350461, 0.022762, 0.035806
9.369719, 0.022858, 0.035685
9.388998, 0.022957, 0.035572
9.408300, 0.023060, 0.035467
9.427624, 0.023166, 0.035371
9.446970, 0.023275, 0.035281
9.466338, 0.023386, 0.035195
9.485729, 0.023499, 0.035113
9.505142, 0.023613, 0.035030
9.524578, 0.023730, 0.034948
9.544036, 0.023849, 0.034867
9.563517, 0.023971, 0.034789
9.583020, 0.024098, 0.034718
9.602546, 0.024231, 0.034660
9.622094, 0.024371, 0.034619
9.641665, 0.024519, 0.034599
9.661259, 0.024678, 0.034601
9.680875, 0.024849, 0.034625
9.700515, 0.025032, 0.034671
9.720177, 0.025228, 0.034735
9.739862, 0.025439, 0.034813
9.759570, 0.025664, 0.034902
9.779300, 0.025906, 0.034999
9.799054, 0.026166, 0.035102
9.818831, 0.026444, 0.035212
9.838631, 0.026741, 0.035328
9.858454, 0.027059, 0.035454
9.878300, 0.027400, 0.035595
9.898169, 0.027765, 0.035756
9.918061, 0.028156, 0.035946
9.937977, 0.028575, 0.036171
9.957916, 0.029025, 0.036440
9.977879, 0.029508, 0.036759
9.997865, 0.030028, 0.037131
10.017874, 0.030588, 0.037560
10.037906, 0.031190, 0.038047
10.057963, 0.031838, 0.038593
10.078042, 0.032536, 0.039200
10.098146, 0.033288, 0.039870
10.118273, 0.034099, 0.040608
10.138423, 0.034972, 0.041420
10.158598, 0.035914, 0.042315
10.178796, 0.036929, 0.043301
10.199018, 0.038024, 0.044387
10.219264, 0.039204, 0.045584
10.239533, 0.040476, 0.046900
10.259827, 0.041844, 0.048344
10.280144, 0.043314, 0.049922
10.300486, 0.044890, 0.051641
10.320852, 0.046576, 0.053505
10.341241, 0.048376, 0.055516
10.361655, 0.050292, 0.057679
10.382093, 0.052327, 0.059996
10.402555, 0.054484, 0.062471
10.423042, 0.056764, 0.065107
10.443553, 0.059169, 0.067905
10.464088, 0.061697, 0.070866
10.484648, 0.064349, 0.073988
10.505232, 0.067122, 0.077267
10.525840, 0.070012, 0.080698
10.546473, 0.073012, 0.084273
10.567131, 0.076112, 0.087978
10.587813, 0.079294, 0.091791
10.608520, 0.082526, 0.095676
10.629252, 0.085768, 0.099580
10.650008, 0.088969, 0.103440
10.670789, 0.092073, 0.107187
10.691595, 0.095031, 0.110755
10.712426, 0.097803, 0.114090
10.733282, 0.100367, 0.117160
10.754163, 0.102717, 0.119951
10.775069, 0.104860, 0.122468
10.796000, 0.106815, 0.124726
10.816956, 0.108604, 0.126745
10.837937, 0.110253, 0.128550
10.858943, 0.111787, 0.130166
10.879975, 0.113232, 0.131620
10.901032, 0.114608, 0.132933
10.922114, 0.115925, 0.134116
10.943222, 0.117183, 0.135167
10.964355, 0.118368, 0.136063
10.985513, 0.119461, 0.136773
11.006697, 0.120442, 0.137265
11.027907, 0.121302, 0.137517
11.049142, 0.122047, 0.137532
11.070403, 0.122704, 0.137335
11.091689, 0.123314, 0.136969
11.113002, 0.123925, 0.136490
11.134340, 0.124588, 0.135954
11.155704, 0.125350, 0.135416
11.177094, 0.126251, 0.134920
11.198510, 0.127319, 0.134504
11.219951, 0.128570, 0.134196
11.241419, 0.130007, 0.134011
11.262913, 0.131615, 0.133950
11.284433, 0.133368, 0.134001
11.305979, 0.135229, 0.134144
11.327552, 0.137164, 0.134361
11.349150, 0.139148, 0.134642
11.370775, 0.141171, 0.134993
11.392427, 0.143243, 0.135432
11.414105, 0.145390, 0.135990
11.435809, 0.147653, 0.136706
11.457540, 0.150072, 0.137615
11.479297, 0.152689, 0.138745
11.501081, 0.155530, 0.140113
11.522892, 0.158609, 0.141721
11.544729, 0.161920, 0.143558
11.566593, 0.165442, 0.145599
11.588484, 0.169142, 0.147809
11.610402, 0.172978, 0.150147
11.632346, 0.176905, 0.152568
11.654318, 0.180881, 0.155032
11.676317, 0.184869, 0.157497
11.698342, 0.188841, 0.159930
11.720395, 0.192774, 0.162302
11.742475, 0.196655, 0.164590
11.764582, 0.200473, 0.166773
11.786717, 0.204223, 0.168837
11.808878, 0.207907, 0.170778
11.831067, 0.211537, 0.172600
11.853284, 0.215130, 0.174319
11.875528, 0.218712, 0.175958
11.897799, 0.222309, 0.177543
11.920098, 0.225948, 0.179097
11.942425, 0.229653, 0.180639
11.964779, 0.233444, 0.182187
11.987161, 0.237345, 0.183753
12.009571, 0.241380, 0.185353
12.032008, 0.245583, 0.187007
12.054474, 0.249997, 0.188740
12.076967, 0.254671, 0.190581
12.099488, 0.259652, 0.192560
12.122038, 0.264976, 0.194699
12.144615, 0.270653, 0.197008
12.167221, 0.276669, 0.199484
12.189854, 0.282983, 0.202110
12.212516, 0.289536, 0.204866
12.235207, 0.296261, 0.207728
12.257925, 0.303086, 0.210675
12.280672, 0.309947, 0.213687
12.303448, 0.316779, 0.216746
12.326252, 0.323525, 0.219832
12.349084, 0.330130, 0.222924
12.371945, 0.336537, 0.225991
12.394835, 0.342692, 0.229001
