0	0	0
0.010004	0.000869	0.000912
0.020017	0.001739	0.001825
0.030037	0.00261	0.002739
0.040066	0.003482	0.003655
0.050104	0.004355	0.004571
0.060149	0.00523	0.005488
0.070204	0.006105	0.006407
0.080266	0.006981	0.007326
0.090337	0.007858	0.008245
0.100416	0.008734	0.009164
0.110503	0.00961	0.010082
0.120599	0.010484	0.010998
0.130704	0.011357	0.011913
0.140817	0.012228	0.012824
0.150938	0.013095	0.013733
0.161067	0.013959	0.014637
0.171206	0.01482	0.015537
0.181352	0.015677	0.016433
0.191507	0.01653	0.017325
0.201671	0.01738	0.018213
0.211843	0.018227	0.019098
0.222023	0.019071	0.019979
0.232212	0.019913	0.020858
0.24241	0.020754	0.021735
0.252616	0.021594	0.022611
0.262831	0.022434	0.023487
0.273054	0.023274	0.024362
0.283286	0.024115	0.025238
0.293526	0.024957	0.026114
0.303775	0.0258	0.026991
0.314032	0.026645	0.02787
0.324299	0.027492	0.02875
0.334573	0.02834	0.029631
0.344857	0.029191	0.030513
0.355149	0.030044	0.031398
0.365449	0.030899	0.032283
0.375759	0.031756	0.03317
0.386077	0.032616	0.034059
0.396404	0.033479	0.034949
0.406739	0.034345	0.035841
0.417083	0.035214	0.036735
0.427436	0.036086	0.037632
0.437798	0.036963	0.03853
0.448168	0.037843	0.039431
0.458547	0.038727	0.040335
0.468935	0.039616	0.041242
0.479332	0.04051	0.042153
0.489737	0.041409	0.043067
0.500151	0.042313	0.043985
0.510574	0.043223	0.044908
0.521006	0.04414	0.045836
0.531447	0.045063	0.046769
0.541896	0.045994	0.047709
0.552355	0.046933	0.048655
0.562822	0.04788	0.049608
0.573298	0.048837	0.050569
0.583783	0.049802	0.051538
0.594277	0.050778	0.052515
0.60478	0.051764	0.053501
0.615292	0.052759	0.054495
0.625812	0.053765	0.055497
0.636342	0.05478	0.056507
0.646881	0.055803	0.057523
0.657428	0.056835	0.058546
0.667985	0.057874	0.059575
0.67855	0.058919	0.060608
0.689125	0.059971	0.061645
0.699708	0.061027	0.062686
0.710301	0.062088	0.063729
0.720903	0.063153	0.064776
0.731513	0.064223	0.065825
0.742133	0.065298	0.066879
0.752762	0.066378	0.067937
0.7634	0.067464	0.069
0.774047	0.068557	0.07007
0.784703	0.069658	0.071148
0.795368	0.070767	0.072233
0.806042	0.071885	0.073328
0.816726	0.073012	0.074431
0.827418	0.074148	0.075543
0.83812	0.075292	0.076664
0.848831	0.076445	0.077794
0.859551	0.077604	0.07893
0.87028	0.07877	0.080073
0.881019	0.079942	0.081222
0.891767	0.081119	0.082376
0.902524	0.082302	0.083535
0.91329	0.08349	0.084699
0.924066	0.084685	0.085868
0.93485	0.085887	0.087043
0.945645	0.087098	0.088227
0.956448	0.08832	0.08942
0.967261	0.089556	0.090626
0.978083	0.090809	0.091847
0.988914	0.092081	0.093087
0.999755	0.093376	0.094348
1.010605	0.094697	0.095635
1.021464	0.096046	0.09695
1.032333	0.097425	0.098295
1.043211	0.098836	0.099673
1.054099	0.100278	0.101085
1.064996	0.101752	0.10253
1.075902	0.103256	0.10401
