# energy, eels_NLFC_w, eels_LFC_w
7.984331, 0.128668, 0.186550
8.002049, 0.128234, 0.186301
8.019786, 0.127787, 0.185999
8.037543, 0.127343, 0.185669
8.055320, 0.126920, 0.185339
8.073117, 0.126534, 0.185040
8.090933, 0.126196, 0.184799
8.108768, 0.125914, 0.184637
8.126624, 0.125685, 0.184562
8.144499, 0.125505, 0.184574
8.162394, 0.125363, 0.184664
8.180309, 0.125247, 0.184813
8.198244, 0.125145, 0.185000
8.216199, 0.125046, 0.185204
8.234174, 0.124942, 0.185402
8.252168, 0.124827, 0.185577
8.270183, 0.124699, 0.185714
8.288218, 0.124556, 0.185800
8.306273, 0.124397, 0.185823
8.324348, 0.124218, 0.185776
8.342443, 0.124018, 0.185649
8.360558, 0.123796, 0.185442
8.378694, 0.123554, 0.185155
8.396849, 0.123296, 0.184798
8.415025, 0.123029, 0.184387
8.433222, 0.122762, 0.183939
8.451438, 0.122507, 0.183476
8.469676, 0.122275, 0.183017
8.487933, 0.122075, 0.182582
8.506211, 0.121913, 0.182187
8.524509, 0.121794, 0.181841
8.542828, 0.121718, 0.181552
8.561168, 0.121681, 0.181323
8.579528, 0.121678, 0.181152
8.597909, 0.121702, 0.181035
8.616310, 0.121743, 0.180963
8.634732, 0.121794, 0.180927
8.653175, 0.121850, 0.180919
8.671639, 0.121904, 0.180926
8.690123, 0.121955, 0.180938
8.708629, 0.122000, 0.180946
8.727155, 0.122041, 0.180944
8.745702, 0.122082, 0.180929
8.764270, 0.122129, 0.180905
8.782859, 0.122190, 0.180879
8.801469, 0.122269, 0.180859
8.820100, 0.122371, 0.180856
8.838752, 0.122495, 0.180874
8.857425, 0.122639, 0.180918
8.876119, 0.122799, 0.180985
8.894835, 0.122972, 0.181072
8.913572, 0.123153, 0.181175
8.932330, 0.123341, 0.181289
8.951109, 0.123537, 0.181412
8.969910, 0.123739, 0.181542
8.988732, 0.123951, 0.181682
9.007575, 0.124173, 0.181834
9.026440, 0.124408, 0.182004
9.045327, 0.124658, 0.182198
9.064235, 0.124925, 0.182423
9.083164, 0.125207, 0.182681
9.102115, 0.125500, 0.182972
9.121088, 0.125793, 0.183288
9.140082, 0.126068, 0.183609
9.159098, 0.126301, 0.183908
9.178136, 0.126464, 0.184146
9.197196, 0.126527, 0.184282
9.216277, 0.126461, 0.184273
9.235380, 0.126246, 0.184080
9.254506, 0.125867, 0.183674
9.273653, 0.125318, 0.183036
9.292822, 0.124603, 0.182156
9.312013, 0.123734, 0.181039
9.331226, 0.122727, 0.179700
9.350461, 0.121606, 0.178162
9.369719, 0.120391, 0.176453
9.388998, 0.119102, 0.174603
9.408300, 0.117755, 0.172643
9.427624, 0.116364, 0.170598
9.446970, 0.114938, 0.168494
9.466338, 0.113488, 0.166353
9.485729, 0.112020, 0.164193
9.505142, 0.110540, 0.162026
9.524578, 0.109049, 0.159859
9.544036, 0.107545, 0.157688
9.563517, 0.106021, 0.155502
9.583020, 0.104465, 0.153279
9.602546, 0.102866, 0.150997
9.622094, 0.101212, 0.148632
9.641665, 0.099497, 0.146166
9.661259, 0.097723, 0.143596
9.680875, 0.095902, 0.140932
9.700515, 0.094054, 0.138201
9.720177, 0.092205, 0.135442
9.739862, 0.090384, 0.132699
9.759570, 0.088619, 0.130018
9.779300, 0.086933, 0.127439
9.799054, 0.085345, 0.124992
9.818831, 0.083867, 0.122702
9.838631, 0.082508, 0.120581
9.858454, 0.081270, 0.118637
9.878300, 0.080156, 0.116873
9.898169, 0.079165, 0.115291
9.918061, 0.078297, 0.113888
9.937977, 0.077548, 0.112663
9.957916, 0.076917, 0.111612
9.977879, 0.076398, 0.110729
9.997865, 0.075987, 0.110006
10.017874, 0.075677, 0.109435
10.037906, 0.075462, 0.109008
10.057963, 0.075336, 0.108715
10.078042, 0.075291, 0.108547
10.098146, 0.075321, 0.108495
10.118273, 0.075422, 0.108547
10.138423, 0.075590, 0.108695
10.158598, 0.075821, 0.108928
10.178796, 0.076113, 0.109236
10.199018, 0.076466, 0.109610
10.219264, 0.076879, 0.110041
10.239533, 0.077354, 0.110523
10.259827, 0.077893, 0.111050
10.280144, 0.078495, 0.111614
10.300486, 0.079160, 0.112207
10.320852, 0.079885, 0.112813
10.341241, 0.080669, 0.113419
10.361655, 0.081506, 0.114007
10.382093, 0.082397, 0.114567
10.402555, 0.083341, 0.115089
10.423042, 0.084342, 0.115571
10.443553, 0.085400, 0.116013
10.464088, 0.086518, 0.116415
10.484648, 0.087697, 0.116777
10.505232, 0.088935, 0.117101
10.525840, 0.090232, 0.117386
10.546473, 0.091585, 0.117635
10.567131, 0.092993, 0.117849
10.587813, 0.094456, 0.118036
10.608520, 0.095971, 0.118207
10.629252, 0.097538, 0.118376
10.650008, 0.099150, 0.118555
10.670789, 0.100797, 0.118753
10.691595, 0.102463, 0.118975
10.712426, 0.104126, 0.119218
10.733282, 0.105765, 0.119477
10.754163, 0.107359, 0.119747
10.775069, 0.108892, 0.120022
10.796000, 0.110355, 0.120300
10.816956, 0.111748, 0.120582
10.837937, 0.113077, 0.120873
10.858943, 0.114354, 0.121181
10.879975, 0.115598, 0.121521
10.901032, 0.116829, 0.121905
10.922114, 0.118066, 0.122352
10.943222, 0.119331, 0.122874
10.964355, 0.120638, 0.123482
10.985513, 0.121992, 0.124175
11.006697, 0.123389, 0.124940
11.027907, 0.124815, 0.125749
11.049142, 0.126247, 0.126566
11.070403, 0.127663, 0.127347
11.091689, 0.129047, 0.128055
11.113002, 0.130397, 0.128658
11.134340, 0.131725, 0.129141
11.155704, 0.133056, 0.129506
11.177094, 0.134428, 0.129771
11.198510, 0.135878, 0.129967
11.219951, 0.137441, 0.130133
11.241419, 0.139139, 0.130307
11.262913, 0.140982, 0.130521
11.284433, 0.142969, 0.130801
11.305979, 0.145087, 0.131163
11.327552, 0.147321, 0.131619
11.349150, 0.149656, 0.132180
11.370775, 0.152085, 0.132855
11.392427, 0.154613, 0.133657
11.414105, 0.157258, 0.134597
11.435809, 0.160051, 0.135689
11.457540, 0.163029, 0.136939
11.479297, 0.166234, 0.138353
11.501081, 0.169697, 0.139924
11.522892, 0.173441, 0.141639
11.544729, 0.177466, 0.143473
11.566593, 0.181749, 0.145393
11.588484, 0.186244, 0.147363
11.610402, 0.190885, 0.149346
11.632346, 0.195585, 0.151305
11.654318, 0.200253, 0.153208
11.676317, 0.204798, 0.155027
11.698342, 0.209147, 0.156736
11.720395, 0.213244, 0.158311
11.742475, 0.217056, 0.159727
11.764582, 0.220567, 0.160955
11.786717, 0.223775, 0.161965
11.808878, 0.226690, 0.162729
11.831067, 0.229334, 0.163224
11.853284, 0.231741, 0.163442
11.875528, 0.233955, 0.163386
11.897799, 0.236025, 0.163073
11.920098, 0.238002, 0.162526
11.942425, 0.239935, 0.161773
11.964779, 0.241866, 0.160839
11.987161, 0.243830, 0.159748
12.009571, 0.245859, 0.158520
12.032008, 0.247977, 0.157174
12.054474, 0.250213, 0.155734
12.076967, 0.252593, 0.154226
12.099488, 0.255140, 0.152687
12.122038, 0.257866, 0.151153
12.144615, 0.260769, 0.149663
12.167221, 0.263827, 0.148251
12.189854, 0.266997, 0.146935
12.212516, 0.270213, 0.145710
12.235207, 0.273391, 0.144552
12.257925, 0.276440, 0.143421
12.280672, 0.279267, 0.142273
12.303448, 0.281793, 0.141078
