0	2.229653
0.0036	2.23
0.0144	2.235
0.0324	2.235
0.0576	2.245
0.09	2.25
0.1296	2.26
0.1764	2.275
0.2304	2.295
0.2916	2.32
0.36	2.35
0.4356	2.385
0.5184	2.435
0.6084	2.5
0.7056	2.58
0.81	2.685
0.9216	2.845
1.0404	3.085
1.1664	3.33
