0	2.229653
0.0025	2.23
0.01	2.23
0.0225	2.235
0.04	2.24
0.0625	2.245
0.09	2.25
0.1225	2.26
0.16	2.275
0.2025	2.29
0.25	2.31
0.3025	2.33
0.36	2.36
0.4225	2.395
0.49	2.435
0.5625	2.485
0.64	2.55
0.7225	2.625
0.81	2.72
0.9025	2.835
1	3.005

