       0.000000       1.864513       0.445520
       0.090000       1.870000       0.445520
       0.180000       1.875000       0.445520
       0.270000       1.895000       0.445520
       0.360000       1.920000       0.445520
       0.450000       1.955000       0.445520
       0.540000       2.010000       0.445520
       0.630000       2.080000       0.445520
       0.720000       2.185000       0.445520
       0.810000       2.335000       0.445520
       0.900000       2.610000       0.445520
       0.990000       2.965000       0.445520
       1.080000       3.330000       0.445520
       1.170000       1.864513       0.445520
       1.260000       1.864513       0.445520
       1.350000       1.864513       0.445520
       1.440000       1.864513       0.445520
       1.530000       1.864513       0.445520
       1.620000       1.864513       0.445520
       1.710000       1.864513       0.445520
       1.800000       1.864513       0.445520
       1.890000       1.864513       0.445520
       1.980000       1.864513       0.445520
       2.070000       0.140000       0.445520
       2.160000       0.345000       0.445520
