       0.000000       1.864513       0.445520
       0.050000       1.865000       0.445520
       0.100000       1.865000       0.445520
       0.150000       1.870000       0.445520
       0.200000       1.875000       0.445520
       0.250000       1.880000       0.445520
       0.300000       1.885000       0.445520
       0.350000       1.900000       0.445520
       0.400000       1.910000       0.445520
       0.450000       1.930000       0.445520
       0.500000       1.950000       0.445520
       0.550000       1.980000       0.445520
       0.600000       2.020000       0.445520
       0.650000       2.065000       0.445520
       0.700000       2.125000       0.445520
       0.750000       2.195000       0.445520
       0.800000       2.290000       0.445520
       0.850000       2.425000       0.445520
       0.900000       2.615000       0.445520
       0.950000       2.805000       0.445520
       1.000000       3.005000       0.445520
       1.050000       3.205000       0.445520
       1.100000       3.415000       0.445520
       1.150000       1.864513       0.445520
       1.200000       1.864513       0.445520
