0.05		-21835.7565739999	-15.338945	-25.816678
0.1		-5458.939144	-15.338945	-25.725252
0.15		-2426.195175	-15.338945	-25.573834
0.2		-1364.734786	-15.338945	-25.363841
0.25		-873.430263	-15.338945	-25.097227
0.3		-606.548794	-15.338945	-24.77644
0.35		-445.627685	-15.338945	-24.404388
0.4		-341.183696	-15.338945	-23.984385
0.45		-269.577242	-15.338945	-23.520097
0.5		-218.357566	-15.338945	-23.015484
0.55		-180.460798	-15.338945	-22.474735
0.6		-151.637198	-15.338945	-21.902208
0.65		-129.20566	-15.338945	-21.302359
0.7		-111.406921	-15.338945	-20.679685
0.75		-97.047807	-15.338945	-20.038663
0.8		-85.295924	-15.338945	-19.383688
0.85		-75.556251	-15.338945	-18.719026
0.9		-67.39431	-15.338945	-18.048766
0.95		-60.48686	-15.338945	-17.376778
1		-54.589391	-15.338945	-16.706681
1.05		-49.514187	-15.338945	-16.041812
1.1		-45.1152	-15.338945	-15.385211
1.15		-41.277423	-15.338945	-14.739604
1.2		-37.9093	-15.338945	-14.107393
1.25		-34.937211	-15.338945	-13.490661
1.3		-32.301415	-15.338945	-12.891171
1.35		-29.953027	-15.338945	-12.310376
1.4		-27.85173	-15.338945	-11.749432
1.45		-25.964039	-15.338945	-11.209217
1.5		-24.261952	-15.338945	-10.690346
1.55		-22.721911	-15.338945	-10.193195
1.6		-21.323981	-15.338945	-9.717923
1.65		-20.0512	-15.338945	-9.264494
1.7		-18.889063	-15.338945	-8.832705
1.75		-17.825107	-15.338945	-8.422203
1.8		-16.848578	-15.338945	-8.032512
1.85		-15.950151	-15.338945	-7.663054
1.9		-15.121715	-15.338945	-7.313167
1.95		-14.356184	-15.338945	-6.982127
2		-13.647348	-15.338945	-6.669162
2.05		-12.989742	-15.338945	-6.373467
2.1		-12.378547	-15.338945	-6.09422
2.15		-11.809495	-15.338945	-5.830594
2.2		-11.2788	-15.338945	-5.581761
2.25		-10.78309	-15.338945	-5.346908
2.3		-10.319356	-15.338945	-5.12524
2.35		-9.884906	-15.338945	-4.915984
2.4		-9.477325	-15.338945	-4.718396
2.45		-9.094443	-15.338945	-4.531764
2.5		-8.734303	-15.338945	-4.355408
2.55		-8.395139	-15.338945	-4.188682
2.6		-8.075354	-15.338945	-4.030978
2.65		-7.773498	-15.338945	-3.88172
2.7		-7.488257	-15.338945	-3.740368
2.75		-7.218432	-15.338945	-3.606415
2.8		-6.962933	-15.338945	-3.479389
2.85		-6.720762	-15.338945	-3.358847
2.9		-6.49101	-15.338945	-3.244376
2.95		-6.27284	-15.338945	-3.135593
3		-6.065488	-15.338945	-3.032141
3.05		-5.86825	-15.338945	-2.933687
3.1		-5.680478	-15.338945	-2.839922
3.15		-5.501576	-15.338945	-2.75056
3.2		-5.330995	-15.338945	-2.665334
3.25		-5.168226	-15.338945	-2.583996
3.3		-5.0128	-15.338945	-2.506317
3.35		-4.864281	-15.338945	-2.432081
3.4		-4.722266	-15.338945	-2.361091
3.45		-4.58638	-15.338945	-2.293161
3.5		-4.456277	-15.338945	-2.228118
3.55		-4.331632	-15.338945	-2.165802
3.6		-4.212144	-15.338945	-2.106062
3.65		-4.097534	-15.338945	-2.04876
3.7		-3.987538	-15.338945	-1.993764
3.75		-3.881912	-15.338945	-1.940953
3.8		-3.780429	-15.338945	-1.890212
3.85		-3.682873	-15.338945	-1.841435
3.9		-3.589046	-15.338945	-1.794522
3.95		-3.498759	-15.338945	-1.749379
4		-3.411837	-15.338945	-1.705918
4.05		-3.328114	-15.338945	-1.664057
4.1		-3.247436	-15.338945	-1.623718
4.15		-3.169655	-15.338945	-1.584828
4.2		-3.094637	-15.338945	-1.547318
4.25		-3.02225	-15.338945	-1.511125
4.3		-2.952374	-15.338945	-1.476187
4.35		-2.884893	-15.338945	-1.442447
4.4		-2.8197	-15.338945	-1.40985
4.45		-2.756692	-15.338945	-1.378346
4.5		-2.695772	-15.338945	-1.347886
4.55		-2.63685	-15.338945	-1.318425
4.6		-2.579839	-15.338945	-1.289919
4.65		-2.524657	-15.338945	-1.262328
4.7		-2.471226	-15.338945	-1.235613
4.75		-2.419474	-15.338945	-1.209737
4.8		-2.369331	-15.338945	-1.184666
4.85		-2.320731	-15.338945	-1.160365
4.9		-2.273611	-15.338945	-1.136805
4.95		-2.227911	-15.338945	-1.113956
5		-2.183576	-15.338945	-1.091788

