       0.000000       1.353176       0.466554
       0.060000       1.355000       0.466554
       0.120000       1.365000       0.466554
       0.180000       1.375000       0.466554
       0.240000       1.395000       0.466554
       0.300000       1.420000       0.466554
       0.360000       1.455000       0.466554
       0.420000       1.495000       0.466554
       0.480000       1.545000       0.466554
       0.540000       1.610000       0.466554
       0.600000       1.690000       0.466554
       0.660000       1.795000       0.466554
       0.720000       1.960000       0.466554
       0.780000       2.170000       0.466554
       0.840000       2.390000       0.466554
       0.900000       2.610000       0.466554
       0.960000       2.845000       0.466554
       1.020000       3.085000       0.466554
       1.080000       3.330000       0.466554
       1.140000       1.353176       0.466554
       1.200000       1.353176       0.466554
       1.260000       1.353176       0.466554
       1.320000       1.353176       0.466554
       1.380000       1.353176       0.466554
       1.440000       1.353176       0.466554
