       0.000000       1.353176       0.466554
       0.070000       1.355000       0.466554
       0.140000       1.365000       0.466554
       0.210000       1.385000       0.466554
       0.280000       1.410000       0.466554
       0.350000       1.450000       0.466554
       0.420000       1.495000       0.466554
       0.490000       1.555000       0.466554
       0.560000       1.635000       0.466554
       0.630000       1.740000       0.466554
       0.700000       1.895000       0.466554
       0.770000       2.135000       0.466554
       0.840000       2.390000       0.466554
       0.910000       2.650000       0.466554
       0.980000       2.925000       0.466554
       1.050000       3.205000       0.466554
       1.120000       3.495000       0.466554
       1.190000       1.353176       0.466554
       1.260000       1.353176       0.466554
       1.330000       1.353176       0.466554
       1.400000       1.353176       0.466554
       1.470000       1.353176       0.466554
       1.540000       1.353176       0.466554
       1.610000       1.353176       0.466554
       1.680000       1.353176       0.466554
