       0.000000       1.330099       0.467508
       0.050000       1.330000       0.467508
       0.100000       1.330000       0.467508
       0.150000       1.335000       0.467508
       0.200000       1.335000       0.467508
       0.250000       1.340000       0.467508
       0.300000       1.350000       0.467508
       0.350000       1.365000       0.467508
       0.400000       1.385000       0.467508
       0.450000       1.415000       0.467508
       0.500000       1.455000       0.467508
       0.550000       1.510000       0.467508
       0.600000       1.590000       0.467508
       0.650000       1.725000       0.467508
       0.700000       1.895000       0.467508
       0.750000       2.065000       0.467508
       0.800000       2.245000       0.467508
       0.850000       2.425000       0.467508
       0.900000       2.615000       0.467508
       0.950000       2.805000       0.467508
       1.000000       3.005000       0.467508
       1.050000       3.205000       0.467508
       1.100000       3.415000       0.467508
       1.150000       1.330099       0.467508
       1.200000       1.330099       0.467508
